product_id;product_code;product_desc;product_subgroup_desc;product_group_desc;product_subcat_desc;product_cat_desc
58301;backup_srv_ag1;backup_srv_ag1;Backup and security;Backup and security;Professional Hosting;Hosting
60541;domtop;Domain;Domain Names;Domainnames;Domain Names;Domains
58021;backup_srv_100gb;Server Backup 100GB;Backup and security;Backup and security;Professional Hosting;Hosting
58022;backup_srv_ag1free;Server Backup 1 Agent Free;Backup and security;Backup and security;Professional Hosting;Hosting
61364;deds2up_ipv4_2free;deds2up_ipv4_2free;Other add-on services;Other add-on services;Other add-on services;Other
61365;deds2_dellds452_2;deds2_dellds452_2;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
1365;domoffai;Domain;Domain Names;Domainnames;Domain Names;Domains
1373;email100;100  email addresses;Basic E-mail;Business E-mail;Communication;Applications
1374;email500;Annual fee for 500  email addresses;Basic E-mail;Business E-mail;Communication;Applications
1387;locconba;Local contact .ba  for domain $domains{domain};Domain services;Domain services;Domain Names;Domains
486;domvc;Domain;Domain Names;Domainnames;Domain Names;Domains
487;domve;Domain;Domain Names;Domainnames;Domain Names;Domains
488;domvg;Domain;Domain Names;Domainnames;Domain Names;Domains
490;domvn;Domain;Domain Names;Domainnames;Domain Names;Domains
492;domwf;Domain;Domain Names;Domainnames;Domain Names;Domains
493;domws;Domain;Domain Names;Domainnames;Domain Names;Domains
495;domyt;Domain;Domain Names;Domainnames;Domain Names;Domains
497;domza;Domain;Domain Names;Domainnames;Domain Names;Domains
502;regae;Domain;Domain Names;Domainnames;Domain Names;Domains
505;regai;Domain;Domain Names;Domainnames;Domain Names;Domains
506;regal;Domain;Domain Names;Domainnames;Domain Names;Domains
507;regam;Domain;Domain Names;Domainnames;Domain Names;Domains
509;regao;Domain;Domain Names;Domainnames;Domain Names;Domains
513;regat;Domain;Domain Names;Domainnames;Domain Names;Domains
514;regau;Domain;Domain Names;Domainnames;Domain Names;Domains
518;regba;Domain;Domain Names;Domainnames;Domain Names;Domains
521;regbe;Domain;Domain Names;Domainnames;Domain Names;Domains
523;regbg;Domain;Domain Names;Domainnames;Domain Names;Domains
1567;regmuseum;Domain;Domain Names;Domainnames;Domain Names;Domains
1568;regtravel;Domain;Domain Names;Domainnames;Domain Names;Domains
1569;sdom2info;Domain+;Domain Names;Domainnames;Domain Names;Domains
1570;sdom2mobi;Domain+;Domain Names;Domainnames;Domain Names;Domains
1573;spamvir10;Antivirus/Antispam 10 email;Basic E-mail;Business E-mail;Communication;Applications
1588;certmailsh;PEC Starter;Certified E-mail;Business E-mail;Communication;Applications
1590;chgownasia;Change Ownership;Domain services;Domain services;Domain Names;Domains
1647;webmailpro;Professional WebMail + 3GB space per mailbox account;Basic E-mail;Business E-mail;Communication;Applications
1648;!!NOPCODE!!;!!NOPCODE!!;Other add-on services;Other add-on services;Other add-on services;Other
1654;authsmtpupg;Authenticated SMTP  - 5000 send upgrade;Basic E-mail;Business E-mail;Communication;Applications
20521;sunrise_fee;Domain Sunrise Fee;gTLD;Domainnames;Domain Names;Domains
22125;hypvupgrade;Virtual Server Upgrade;Cloud Servers;Managed Cloud Servers;Professional Hosting;Hosting
22241;ecommercend_premium;Ecommerce Premium;Webshop;Webshop;eCommerce;Applications
17901;domcomlv;Domain;Domain Names;Domainnames;Domain Names;Domains
18461;deds_dellcs55;Server Dell Quad E3-1230;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
20261;dp_markslist;Domains Protected Marks List;Domain services;Domain services;Domain Names;Domains
40701;trademark_check;Ricerca di novità marchio;Trademark Fee;Trademark Services;Trademark Services;Other
40781;domevents;Domain;Domain Names;Domainnames;Domain Names;Domains
40842;domtrade;Domain;Domain Names;Domainnames;Domain Names;Domains
40904;domcooking;Domain;Domain Names;Domainnames;Domain Names;Domains
41061;domcommunity;Domain;Domain Names;Domainnames;Domain Names;Domains
43241;hypvvpsup_plesk10;Plesk 10 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43242;hypvvpsup_plesk30;Plesk 30 domains;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43441;domink;Domain;Domain Names;Domainnames;Domain Names;Domains
43621;hypv3up_hdd80gb;hypv3up_hdd80gb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43661;hypv3up_ram4gb;Ram 4 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43662;hypv3up_cpu2;2 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43701;hypv3up_band5tb;Bandwidth 5 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
43941;host_ws85_30;host_ws85_30;Website Hosting;Website hosting;Basic Hosting;Hosting
44003;hypv3up_hdd400gb;hypv3up_hdd400gb;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
44521;chgdigital;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
45001;reggold;Domain;Domain Names;Domainnames;Domain Names;Domains
45261;regnews;Domain;Domain Names;Domainnames;Domain Names;Domains
45521;regsite;Pack Domain;Domain Names;Domainnames;Domain Names;Domains
65561;domstore;Domain;Domain Names;Domainnames;Domain Names;Domains
66141;cdca31f;HOSTING CONDIVISO BUSINESS LINUX;Website Hosting;Website hosting;Basic Hosting;Hosting
66142;cdca41f;HOSTING CONDIVISO BUSINESS WINDOWS;Website Hosting;Website hosting;Basic Hosting;Hosting
70341;domltd;Domain;Domain Names;Domainnames;Domain Names;Domains
114624;sslcert_dg_rapid;SSL Certificate Rapid SSL;SSL certificates;SSL certificates;SSL certificates;Hosting
114625;sslcert_dg_websrv;SSL Certificate Web Server;SSL certificates;SSL certificates;SSL certificates;Hosting
63861;deds2up_c_xe3_1230;Intel® Xeon® CPU E3-1230 @ 3.20GHz;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
63862;deds2_dellds451;Dell PowerEdge R210 II;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
52241;domlegal;Domain;Domain Names;Domainnames;Domain Names;Domains
59181;domgreen;Domain;Domain Names;Domainnames;Domain Names;Domains
170382;sdomonline;Domain Express;Domain Names;Domainnames;Domain Names;Domains
76222;chgpizza;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
78101;spepack_seo_premium;SEO Adv Premium;Other add-on services;Other add-on services;Other add-on services;Other
64561;deds2_dellds665;deds2_dellds665;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
141705;sslcert_pos_dv_s1;SSL Certificate PositiveSSL DV 1 SAN;SSL certificates;SSL certificates;SSL certificates;Hosting
141709;sslcert_pos_dv_sw1;SSL Certificate PositiveSSL DV 1 SAN Wildcard;SSL certificates;SSL certificates;SSL certificates;Hosting
60301;domexpress;Domain;Domain Names;Domainnames;Domain Names;Domains
70241;chginstitute;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
82241;sslcert_rapidssl_2;SSL Certificate Rapid SSL;SSL certificates;SSL certificates;SSL certificates;Hosting
96521;spepack_soc_enter;Social Adv Enterprise;Other add-on services;Other add-on services;Other add-on services;Other
95;chghk;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
100;chghu;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
102;chgie;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
105;chgin;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
110;chgit;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
681;regpt;Domain;Domain Names;Domainnames;Domain Names;Domains
686;regro;Domain;Domain Names;Domainnames;Domain Names;Domains
687;regrs;Domain;Domain Names;Domainnames;Domain Names;Domains
688;regru;Domain;Domain Names;Domainnames;Domain Names;Domains
694;regse;Domain;Domain Names;Domainnames;Domain Names;Domains
697;regsi;Domain;Domain Names;Domainnames;Domain Names;Domains
699;regsk;Domain;Domain Names;Domainnames;Domain Names;Domains
701;regsm;Domain;Domain Names;Domainnames;Domain Names;Domains
714;regth;Domain;Domain Names;Domainnames;Domain Names;Domains
718;regtm;Domain;Domain Names;Domainnames;Domain Names;Domains
1939;wcreator_start;WebSite Starter;SiteBuilder;SiteBuilder;Other Applications;Applications
1940;wcreatornd_pro;WebSite Professional;SiteBuilder;SiteBuilder;Other Applications;Applications
1943;brokerage_setup;Set up Domain Brokerage;Domain services;Domain services;Domain Names;Domains
1763;ecomgibo_pro;Ecommerce Professional;Webshop;Webshop;eCommerce;Applications
1765;email10nodom;Annual fee for 10 extra email addresses;Basic E-mail;Business E-mail;Communication;Applications
1767;host_app_jml;Joomla CMS;Shared hosting;Shared hosting;Shared hosting;Hosting
1768;host_lx_plat;Hosting Platinum Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1769;host_lx_prem;Hosting Premium Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1770;host_ws_plat;Hosting Platinum Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1771;host_ws_prem;Hosting Premium Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1773;hostingnew50;Hosting Developer Linux;Shared hosting;Shared hosting;Shared hosting;Hosting
1775;hostingws150;Hosting Business Windows;Website Hosting;Website hosting;Basic Hosting;Hosting
1783;privatewhois;Private whois service;Domain services;Domain services;Domain Names;Domains
1787;recoverdomch;recoverdomch;Domain Names;Domainnames;Domain Names;Domains
24201;sslcert_sslwebserver;SSL Certificate SSLwebserver;SSL certificates;SSL certificates;SSL certificates;Hosting
26202;regmarketing;Domain;Domain Names;Domainnames;Domain Names;Domains
26245;regblue;Domain;Domain Names;Domainnames;Domain Names;Domains
26321;chgownemail;Change Ownership;Domain services;Domain services;Domain Names;Domains
26719;regagency;Domain;Domain Names;Domainnames;Domain Names;Domains
26841;dedsupgrade;Dedicated Server Upgrade;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
26842;domacademy;Domain;Domain Names;Domainnames;Domain Names;Domains
26861;domemail;Domain;Domain Names;Domainnames;Domain Names;Domains
26881;domcamp;Domain;Domain Names;Domainnames;Domain Names;Domains
26882;domcompany;Domain;Domain Names;Domainnames;Domain Names;Domains
27461;email10ox1q2;10 email addresses 2GB of space;Basic E-mail;Business E-mail;Communication;Applications
27462;email10ox1q5;10 email addresses 5GB of space;Basic E-mail;Business E-mail;Communication;Applications
36907;email1ox2q5;1 email Pro address 5GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36908;email25ox2q10;25 email Pro addresses 10GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36909;email25ox2q2;25 email Pro addresses 2GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36910;email25ox2q5;25 email Pro addresses 5GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36912;email3ox2q2;3 email Pro addresses 2GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36913;email3ox2q5;3 email Pro addresses 5GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36914;email5ox2q10;5 email Pro addresses 10GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36915;email5ox2q2;5 email Pro addresses 2GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
36961;o365_bus_prem1;Office Premium 1 licenza;Office 365;Office 365;Communication;Applications
37241;domrepair;Domain;Domain Names;Domainnames;Domain Names;Domains
37363;o365_bus_prem5;Office Premium 5 licenze;Office 365;Office 365;Communication;Applications
37741;domnetwork;Domain;Domain Names;Domainnames;Domain Names;Domains
39182;dommarketing;Domain;Domain Names;Domainnames;Domain Names;Domains
39183;domninja;Domain;Domain Names;Domainnames;Domain Names;Domains
39771;domexpert;domexpert;Domain Names;Domainnames;Domain Names;Domains
44101;domchristmas;Domain;Domain Names;Domainnames;Domain Names;Domains
44241;domcare;domcare;Domain Names;Domainnames;Domain Names;Domains
44364;cpanelwhm20;Hosting Reseller Gold;Website Hosting;Website hosting;Basic Hosting;Hosting
44365;cpanelwhm30;Hosting Reseller Platinum;Website Hosting;Website hosting;Basic Hosting;Hosting
44366;cpanelwhm40;Hosting Reseller Diamond;Website Hosting;Website hosting;Basic Hosting;Hosting
46763;domfitness;Domain;Domain Names;Domainnames;Domain Names;Domains
46764;domguide;Domain;Domain Names;Domainnames;Domain Names;Domains
46766;domlife;Domain;Domain Names;Domainnames;Domain Names;Domains
102241;deds2_dellsf1;Dell PowerEdge R210 II;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
115201;sslcert_pos_dv_mktg;SSL Certificate PositiveSSL DV;SSL certificates;SSL certificates;SSL certificates;Hosting
57181;efree_addon_catalog;èfree Catalog addon;Consultancy services;Consultancy services;Consultancy services;Other
121403;email1ox2q25;1 email Pro address 25GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
121404;email1ox2q50;1 email Pro address 50GB of space;E-mail Hosting Options;Business E-mail;Communication;Applications
110005;deds4up_raid_c_1;Raid 1;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
110007;deds4up_ram4_32;32GB DDR4 ECC LP;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
112121;deds2up_cpanel_100;cPanel Premier Metal 100 Accounts;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
112122;pecquota10;Quota aggiuntiva per casella PEC 10 GB;Certified E-mail;Business E-mail;Communication;Applications
62981;deds2_dellt130;Dell PowerEdge T130;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
62983;deds2up_ram_ddr4_4;4 GB DDR4;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
62125;domrun;domrun;Domain Names;Domainnames;Domain Names;Domains
78242;chgindustries;Transfer of Maintainer;Registry Services;Domain services;Domain Names;Domains
80661;deds2up_band_50tb;50 TB/month;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
80841;spid_webcam;Riconoscimento per credenziali spid tramite webcam;Other add-on services;Other add-on services;Other add-on services;Other
83281;domquebec;domquebec;Domain Names;Domainnames;Domain Names;Domains
83461;domradio;Domain;Domain Names;Domainnames;Domain Names;Domains
135621;hypvvps2_m_3;VPS M - SSD3;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135622;hypvvps2up_band8;Traffic 8 TB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135623;hypvvps2up_cpu4;4 vCpu;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135624;hypvvps2up_hdd80;Hard disk 80 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
135625;hypvvps2up_ram8;Ram 8 GB;Virtual Private Servers;Virtual Private Servers;Cloud computing VPS;Hosting
54041;regfamily;Domain;Domain Names;Domainnames;Domain Names;Domains
56501;deds2_dellds63;deds2_dellds63;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
56502;deds2up_c_xe3_1240v5;deds2up_c_xe3_1240v5;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
56503;deds2up_raid_h330;deds2up_raid_h330;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
56562;domfashion;Domain;Domain Names;Domainnames;Domain Names;Domains
56623;deds2_dellds452;Server Dell DS 4.5.2;Dedicated Server Hosting;Dedicated Server Hosting;Professional Hosting;Hosting
59041;dommoscow;Domain;Domain Names;Domainnames;Domain Names;Domains
